,experience_years,ai_tool_usage_hours_per_week,tasks_automated_percent,manual_work_hours_per_week,learning_time_hours_per_week,meeting_hours_per_week,collaboration_hours_per_week,error_rate_percent,task_complexity_score,focus_hours_per_day,work_life_balance_score,burnout_risk_score,job_role_Analyst,job_role_Designer,job_role_Developer,job_role_Manager,job_role_Marketer,job_role_Writer,deadline_pressure_level_High,deadline_pressure_level_Low,deadline_pressure_level_Medium,productivity_score
2438,17,16.1,37.9,20.9,3.3,5.6,11.1,3.45,8,4.7,5.4,6.86,1,0,0,0,0,0,0,1,0,74.5
2439,15,9.2,28.0,13.2,2.0,7.4,9.3,1.6,9,3.8,8.6,4.49,0,0,0,0,1,0,0,1,0,73.5
2440,2,0.0,4.5,28.8,2.4,14.9,11.6,0.2,7,1.0,5.1,7.07,0,0,0,1,0,0,0,1,0,38.0
2441,17,6.3,11.9,34.3,1.5,5.8,11.2,2.0,10,3.8,2.9,10.0,0,1,0,0,0,0,0,0,1,55.7
2442,3,3.0,0.4,24.6,1.2,19.7,17.9,4.33,1,3.5,1.2,10.0,0,0,0,1,0,0,1,0,0,25.6
2443,3,4.8,9.4,34.6,1.9,15.5,12.3,0.1,7,4.3,2.3,9.14,0,0,0,1,0,0,0,1,0,55.4
2444,5,15.5,44.1,15.1,3.5,4.4,6.2,3.75,7,5.1,5.8,8.2,1,0,0,0,0,0,0,0,1,70.8
2445,6,23.0,62.1,10.0,1.1,4.9,2.8,4.8,2,5.0,5.0,8.77,0,0,0,0,0,1,0,0,1,69.2
2446,19,18.5,53.9,12.2,1.5,5.7,9.6,2.79,6,4.5,5.4,8.48,0,0,0,0,1,0,0,0,1,83.9
2447,5,13.0,35.3,23.0,1.3,5.8,8.4,2.26,2,3.8,5.6,6.71,0,0,1,0,0,0,0,1,0,62.2
2448,14,5.6,11.7,24.9,4.5,4.1,7.4,1.66,10,4.0,4.4,10.0,0,1,0,0,0,0,1,0,0,60.3
2449,12,3.9,9.7,28.6,0.1,5.9,6.7,0.29,5,4.1,4.9,8.85,0,1,0,0,0,0,0,0,1,59.1
2450,4,10.1,23.2,31.3,4.3,2.2,8.7,0.74,10,5.9,3.6,9.82,0,0,1,0,0,0,0,0,1,65.6
2451,1,9.0,29.6,19.9,2.7,3.2,2.0,0.64,1,3.1,6.5,7.68,0,0,1,0,0,0,0,0,1,58.9
2452,1,0.2,0.0,25.3,0.6,18.4,12.4,1.98,9,2.2,5.0,7.13,0,0,0,1,0,0,0,1,0,25.7
2453,15,14.8,30.0,26.5,0.4,11.7,11.5,4.89,10,5.0,1.0,10.0,0,0,0,0,0,1,1,0,0,59.3
2454,9,14.5,36.2,24.0,0.8,3.2,10.9,1.84,10,5.2,2.6,10.0,0,0,0,0,0,1,1,0,0,69.7
2455,6,22.6,51.0,18.0,3.1,5.2,6.7,1.06,1,5.5,4.5,7.5,0,0,1,0,0,0,0,1,0,79.7
2456,9,8.0,13.7,26.9,2.3,7.0,7.8,3.75,10,4.2,2.5,10.0,0,0,0,0,1,0,1,0,0,45.8
2457,6,8.5,23.7,31.7,0.9,2.9,10.6,0.52,9,5.2,5.2,6.99,1,0,0,0,0,0,0,1,0,72.4
2458,3,10.5,27.0,23.3,1.2,7.8,12.0,3.43,10,4.0,5.6,6.7,1,0,0,0,0,0,0,1,0,53.4
2459,15,16.4,46.0,22.1,1.8,3.5,7.2,3.08,9,3.7,2.5,10.0,1,0,0,0,0,0,1,0,0,73.5
2460,2,8.2,16.0,23.3,9.5,4.8,7.9,0.1,3,5.0,5.4,8.48,0,0,0,0,1,0,0,0,1,57.4
2461,19,0.5,0.0,26.2,3.0,14.4,12.7,0.1,9,3.6,2.7,10.0,0,0,0,1,0,0,1,0,0,52.2
2462,20,5.7,15.5,17.4,2.3,15.8,13.6,1.09,10,3.8,4.8,8.93,0,0,0,1,0,0,0,0,1,63.7
2463,3,8.6,25.0,21.3,5.9,7.1,7.6,1.47,10,4.5,3.8,10.0,0,0,1,0,0,0,1,0,0,54.8
2464,20,12.6,27.4,21.8,0.4,4.6,8.2,1.57,1,5.7,4.8,8.94,1,0,0,0,0,0,0,0,1,74.7
2465,12,14.6,40.6,21.8,1.0,4.8,7.3,1.5,5,5.7,4.2,9.37,1,0,0,0,0,0,0,0,1,86.8
2466,11,14.0,35.7,15.6,0.5,1.0,6.8,0.83,4,6.2,5.4,10.0,0,0,1,0,0,0,1,0,0,79.9
2467,14,7.3,9.1,29.8,3.2,6.8,6.8,1.97,9,4.8,2.0,10.0,0,0,1,0,0,0,1,0,0,55.0
2468,5,21.4,53.3,10.0,1.8,3.9,6.1,3.11,7,6.4,7.2,5.52,0,0,1,0,0,0,0,1,0,81.9
2469,4,7.9,22.4,22.1,1.8,20.5,17.6,2.27,7,1.0,1.9,10.0,0,0,0,1,0,0,0,0,1,37.9
2470,15,7.1,15.1,38.4,3.2,4.4,11.1,2.38,4,4.8,3.5,8.24,0,1,0,0,0,0,0,1,0,59.0
2471,7,14.3,31.1,20.0,0.3,11.8,9.7,5.33,4,3.6,3.0,10.0,0,0,0,0,0,1,0,0,1,41.3
2472,16,12.2,26.5,20.7,1.7,9.2,11.1,3.34,8,2.8,5.5,6.78,0,0,1,0,0,0,0,1,0,61.3
2473,5,10.9,35.5,23.2,3.4,2.0,7.4,0.72,3,6.0,5.5,8.42,0,0,0,0,1,0,0,0,1,69.2
2474,18,17.2,36.2,11.3,3.6,5.0,4.4,0.56,7,5.2,4.6,10.0,0,0,1,0,0,0,1,0,0,87.6
2475,3,4.5,7.9,30.9,7.2,2.6,4.1,0.1,6,7.0,6.5,6.03,1,0,0,0,0,0,0,1,0,71.8
2476,1,5.0,21.7,25.4,0.4,7.5,6.4,5.08,4,7.3,3.5,10.0,1,0,0,0,0,0,1,0,0,50.6
2477,12,9.6,24.3,15.9,5.7,6.2,12.2,0.1,10,3.4,6.6,7.6,0,0,0,0,1,0,0,0,1,62.7
2478,18,12.0,34.7,20.3,3.5,3.6,7.5,0.1,7,4.7,4.0,10.0,0,0,0,0,1,0,1,0,0,81.0
2479,4,9.3,17.4,19.5,4.2,6.9,9.2,0.31,6,5.0,5.6,8.34,0,0,1,0,0,0,0,0,1,65.5
2480,10,5.3,14.2,38.6,2.3,6.3,4.7,1.26,10,3.7,1.0,10.0,1,0,0,0,0,0,1,0,0,53.0
2481,7,19.9,53.9,16.1,1.6,5.8,6.4,2.86,5,5.1,4.1,9.46,0,0,1,0,0,0,0,0,1,74.9
2482,7,12.7,33.7,24.8,3.1,5.1,7.1,1.85,4,5.4,3.8,9.66,0,0,0,0,1,0,0,0,1,66.5
2483,2,8.3,22.7,20.7,2.6,5.7,7.1,1.94,5,5.4,4.3,10.0,0,1,0,0,0,0,1,0,0,49.7
2484,2,18.4,52.8,20.7,1.5,1.0,5.7,2.62,10,6.3,4.5,9.16,0,0,0,0,0,1,0,0,1,75.0
2485,3,28.1,64.8,14.3,0.9,4.1,6.5,6.67,6,4.9,2.9,10.0,0,0,1,0,0,0,0,0,1,60.8
2486,19,15.6,38.7,16.3,2.2,1.7,5.6,3.72,3,5.9,6.1,7.97,0,0,1,0,0,0,0,0,1,69.9
2487,2,14.4,33.0,32.2,0.7,2.7,6.6,4.95,4,3.9,1.0,10.0,0,0,1,0,0,0,1,0,0,43.8
2488,13,11.6,27.0,22.4,1.6,2.0,2.6,1.06,3,6.6,7.0,5.66,0,0,0,0,1,0,0,1,0,87.2
2489,17,11.1,35.8,32.2,1.0,1.0,5.0,3.8,7,4.1,1.9,10.0,1,0,0,0,0,0,1,0,0,62.5
2490,14,5.5,18.3,28.0,1.4,9.0,10.2,1.29,9,4.9,2.4,10.0,0,0,0,1,0,0,1,0,0,56.1
2491,18,5.0,3.3,29.5,1.3,21.0,18.1,0.1,6,1.3,2.1,9.28,0,0,0,1,0,0,0,1,0,53.3
2492,8,5.9,24.8,14.8,0.6,18.5,14.9,0.5,8,2.5,3.2,10.0,0,0,0,1,0,0,1,0,0,46.7
2493,14,15.3,41.7,10.0,2.0,5.1,5.6,0.36,3,5.1,5.4,10.0,1,0,0,0,0,0,1,0,0,76.8
2494,1,10.0,26.7,23.9,2.9,1.0,3.2,0.96,7,5.7,7.3,5.44,0,0,1,0,0,0,0,1,0,63.3
2495,17,13.3,31.7,18.4,1.5,6.9,7.1,3.76,8,5.6,4.8,8.92,0,0,1,0,0,0,0,0,1,83.1
2496,11,16.2,39.9,18.8,0.1,7.9,11.4,3.74,3,4.5,3.8,9.67,0,0,1,0,0,0,0,0,1,70.2
2497,17,10.7,30.9,19.6,3.2,10.9,8.3,0.1,3,5.3,2.7,10.0,0,0,0,0,0,1,1,0,0,83.9
2498,11,9.2,20.8,20.4,1.5,14.5,14.3,1.42,3,1.6,5.0,7.15,0,0,0,1,0,0,0,1,0,53.7
2499,19,12.9,33.2,20.1,0.3,7.5,6.4,3.51,6,5.6,4.4,9.23,1,0,0,0,0,0,0,0,1,72.7
2500,17,6.0,9.9,29.2,2.0,17.0,14.0,1.35,3,1.8,1.0,10.0,0,0,0,1,0,0,1,0,0,47.1
2501,4,11.9,20.7,23.0,2.4,3.1,3.7,4.06,3,4.6,3.5,10.0,0,0,0,0,1,0,1,0,0,39.8
2502,17,14.2,37.4,19.5,0.8,2.1,8.2,3.69,3,5.1,5.5,8.4,0,0,0,0,1,0,0,0,1,75.7
2503,2,24.7,65.3,16.1,0.5,4.9,6.3,6.38,10,5.7,4.6,7.44,0,0,1,0,0,0,0,1,0,69.3
2504,8,3.8,12.7,25.5,0.9,1.0,3.9,0.1,5,8.0,5.4,10.0,0,0,0,0,1,0,1,0,0,67.5
2505,4,2.2,3.7,29.5,2.8,14.5,9.8,0.62,10,3.1,1.4,10.0,0,0,0,1,0,0,1,0,0,43.1
2506,12,13.3,32.2,17.1,1.4,8.9,11.6,1.74,1,4.3,6.2,6.26,0,0,1,0,0,0,0,1,0,73.2
2507,19,3.9,16.5,18.3,3.2,1.5,3.6,2.84,6,5.0,10.0,3.42,0,1,0,0,0,0,0,1,0,80.8
2508,16,16.6,34.5,27.1,0.2,1.0,5.5,4.6,5,6.4,4.8,7.28,0,0,1,0,0,0,0,1,0,62.1
2509,2,3.1,11.7,30.1,2.4,3.3,6.4,2.41,7,4.5,3.9,10.0,0,1,0,0,0,0,1,0,0,53.8
2510,20,15.0,39.0,17.7,3.0,2.0,6.7,1.79,4,6.4,5.8,8.18,0,0,0,0,0,1,0,0,1,92.7
2511,8,9.4,24.5,23.6,2.3,3.0,5.0,2.5,9,5.4,5.5,8.41,1,0,0,0,0,0,0,0,1,59.9
2512,13,7.5,16.8,25.6,2.5,3.1,2.0,0.45,10,4.0,5.4,8.47,0,1,0,0,0,0,0,0,1,61.7
2513,18,17.0,42.1,14.1,2.9,8.3,10.8,0.1,7,3.1,6.1,6.31,0,0,0,0,0,1,0,1,0,78.4
2514,13,21.0,55.2,21.9,0.3,4.6,5.5,2.43,8,4.0,1.1,10.0,0,0,0,0,0,1,1,0,0,71.1
2515,6,2.8,4.3,33.3,4.5,9.5,11.0,0.1,10,2.7,4.6,7.44,0,1,0,0,0,0,0,1,0,52.5
2516,18,6.2,13.7,26.3,8.2,10.5,12.3,0.8,7,3.8,5.2,6.98,0,0,0,1,0,0,0,1,0,82.2
2517,17,17.9,46.3,18.9,0.8,12.5,11.6,2.57,8,2.6,1.0,10.0,0,0,0,0,0,1,1,0,0,63.8
2518,17,15.5,36.1,16.9,2.8,2.9,7.9,0.94,10,5.7,4.2,10.0,0,0,0,0,0,1,1,0,0,75.0
2519,3,5.1,10.0,23.2,0.4,3.0,7.5,1.3,6,5.8,5.2,10.0,1,0,0,0,0,0,1,0,0,47.2
2520,14,20.9,47.6,15.0,1.6,7.0,9.5,0.38,7,5.7,3.8,9.67,0,0,1,0,0,0,0,0,1,80.1
2521,1,4.9,7.9,18.9,2.7,2.9,2.6,2.0,9,6.8,7.8,6.7,0,0,0,0,1,0,0,0,1,66.6
2522,16,5.2,19.0,22.8,4.3,6.0,6.7,0.1,9,5.2,6.0,8.04,0,1,0,0,0,0,0,0,1,69.2
2523,14,14.4,30.0,13.8,0.6,5.4,4.9,2.21,8,4.2,4.6,10.0,0,0,0,0,1,0,1,0,0,59.6
2524,3,13.2,33.5,24.6,0.7,5.8,5.6,4.42,8,3.3,5.1,7.07,0,0,1,0,0,0,0,1,0,50.8
2525,15,5.5,24.6,19.9,0.6,6.3,4.9,2.45,5,4.2,8.1,4.85,0,0,0,0,0,1,0,1,0,71.0
2526,6,11.1,25.4,21.0,5.3,6.6,9.2,0.84,6,4.6,4.8,8.92,1,0,0,0,0,0,0,0,1,61.8
2527,15,5.6,12.6,28.4,1.2,7.2,11.8,0.1,8,3.2,5.7,6.62,0,1,0,0,0,0,0,1,0,67.8
2528,3,5.1,17.8,14.9,1.5,21.0,15.7,0.35,9,2.7,4.2,9.36,0,0,0,1,0,0,0,0,1,54.5
2529,14,14.3,31.5,30.2,2.9,3.0,8.3,0.22,3,6.6,1.1,10.0,1,0,0,0,0,0,1,0,0,86.9
2530,8,8.7,31.5,19.2,1.8,2.8,5.2,3.95,10,5.6,8.3,4.69,0,0,0,0,0,1,0,1,0,71.7
2531,14,6.5,14.9,26.7,0.5,5.8,7.8,0.32,4,4.5,3.2,10.0,0,0,1,0,0,0,1,0,0,60.7
2532,1,4.0,10.7,28.2,2.3,5.9,9.4,1.39,2,2.3,3.5,10.0,0,1,0,0,0,0,1,0,0,23.9
2533,17,19.2,41.5,16.7,0.9,8.9,12.8,3.52,4,4.7,4.8,7.29,0,0,0,0,0,1,0,1,0,74.2
2534,19,8.2,26.7,23.8,3.0,2.9,5.9,0.1,6,4.8,5.8,8.19,0,0,0,0,1,0,0,0,1,83.0
2535,12,11.0,30.6,15.5,3.1,8.1,8.8,0.28,6,3.9,7.4,5.38,1,0,0,0,0,0,0,1,0,74.6
2536,6,20.0,59.8,10.0,1.8,8.4,10.4,1.04,6,3.2,3.4,10.0,0,0,1,0,0,0,1,0,0,71.9
2537,2,21.1,52.3,10.0,1.3,8.2,10.4,6.25,2,5.1,6.2,6.26,0,0,1,0,0,0,0,1,0,62.6
2538,4,16.6,45.2,21.2,1.7,11.7,8.5,4.06,8,4.3,1.0,10.0,0,0,1,0,0,0,1,0,0,65.4
2539,18,8.5,15.8,30.5,1.6,23.5,12.1,1.24,7,1.8,1.0,10.0,0,0,0,1,0,0,0,1,0,55.5
2540,13,0.0,0.0,37.3,3.2,4.7,5.1,2.37,8,5.7,2.5,10.0,0,1,0,0,0,0,1,0,0,49.2
2541,20,22.6,55.2,18.2,0.4,4.4,6.9,2.89,7,4.4,4.7,7.36,0,0,1,0,0,0,0,1,0,79.5
2542,8,4.0,16.9,27.5,1.7,4.9,5.9,4.36,6,5.0,5.4,8.48,0,1,0,0,0,0,0,0,1,51.5
2543,14,7.9,14.8,29.7,2.9,9.7,9.4,2.72,7,3.7,4.2,7.74,0,1,0,0,0,0,0,1,0,59.9
2544,19,8.1,25.3,23.3,0.4,1.0,6.1,3.16,7,5.4,7.9,4.99,0,0,1,0,0,0,0,1,0,73.5
2545,4,16.5,36.7,21.5,0.8,5.1,11.1,2.87,4,5.0,2.2,10.0,1,0,0,0,0,0,1,0,0,58.7
2546,19,18.8,45.4,20.8,3.0,5.8,8.8,1.4,4,5.3,3.2,10.0,0,0,1,0,0,0,0,0,1,76.6
2547,10,7.8,14.2,20.6,2.2,18.6,15.8,0.8,2,2.9,1.2,10.0,0,0,0,1,0,0,1,0,0,51.6
2548,16,16.6,49.0,13.9,2.3,1.0,7.1,0.1,8,7.5,6.6,7.59,0,0,0,0,0,1,0,0,1,93.7
2549,18,16.9,44.1,22.1,2.2,6.6,9.2,0.89,7,5.6,4.6,7.44,0,0,1,0,0,0,0,1,0,86.0
2550,1,6.1,16.4,31.7,0.5,12.5,9.9,2.48,4,3.6,1.0,10.0,0,0,0,1,0,0,1,0,0,35.0
2551,8,7.3,19.3,28.0,0.9,3.4,5.2,3.5,7,6.1,6.3,6.17,0,0,0,0,0,1,0,1,0,52.1
2552,3,26.3,70.3,13.3,3.5,2.3,4.4,3.46,6,6.3,2.5,10.0,0,0,1,0,0,0,1,0,0,81.2
2553,17,8.9,27.5,23.4,2.0,4.4,9.8,0.91,2,4.4,6.8,5.8,0,1,0,0,0,0,0,1,0,86.6
2554,11,16.4,44.6,10.0,3.7,1.0,8.4,2.92,8,6.8,9.2,4.04,0,0,0,0,0,1,0,1,0,89.0
2555,17,10.1,31.2,24.6,3.1,16.9,12.9,0.83,7,2.0,1.6,10.0,0,0,0,1,0,0,0,0,1,62.0
2556,8,13.3,37.8,21.7,1.3,5.8,5.1,3.22,2,5.5,2.8,10.0,0,0,0,0,0,1,1,0,0,59.6
2557,19,13.5,36.2,19.4,4.0,7.2,7.0,1.48,10,4.7,6.0,6.41,0,0,1,0,0,0,0,1,0,86.6
2558,6,7.9,13.3,22.5,2.9,6.9,7.9,3.41,4,4.9,5.2,8.64,0,0,1,0,0,0,0,0,1,55.5
2559,6,7.9,18.2,23.9,0.3,10.4,12.3,1.95,6,4.3,2.5,10.0,0,0,0,0,1,0,1,0,0,52.0
2560,11,16.7,36.2,17.0,1.8,2.2,7.2,1.89,8,7.0,5.5,8.4,0,0,0,0,0,1,0,0,1,79.6
2561,7,12.6,34.7,26.1,0.7,1.0,3.8,2.81,4,7.9,6.1,6.33,0,0,0,0,0,1,0,1,0,84.9
2562,6,13.0,32.2,27.4,3.8,5.5,8.9,2.22,8,4.1,3.0,10.0,0,0,1,0,0,0,0,0,1,55.8
2563,18,7.5,22.2,20.4,2.2,5.6,9.1,0.1,3,2.6,6.1,7.96,0,0,0,0,0,1,0,0,1,64.6
2564,1,7.7,22.5,22.7,5.6,1.6,3.6,1.7,5,6.4,8.0,4.92,0,1,0,0,0,0,0,1,0,68.9
2565,7,8.0,15.2,28.4,1.6,7.2,12.5,4.62,7,5.4,2.1,10.0,0,0,0,0,0,1,1,0,0,45.7
2566,3,12.8,36.0,20.6,5.3,7.2,10.0,3.18,5,4.8,2.8,10.0,0,0,1,0,0,0,1,0,0,47.9
2567,5,4.5,4.0,30.4,2.2,4.1,6.2,0.1,8,4.8,3.2,10.0,1,0,0,0,0,0,1,0,0,52.4
2568,7,8.8,18.1,23.5,0.8,3.0,9.0,1.49,2,6.5,7.2,5.52,1,0,0,0,0,0,0,1,0,69.3
2569,8,9.6,17.9,28.0,0.5,6.0,10.0,3.4,8,5.2,2.1,10.0,1,0,0,0,0,0,1,0,0,52.5
2570,5,0.9,3.3,21.8,1.1,10.2,9.7,3.64,6,5.9,4.8,10.0,0,0,0,1,0,0,1,0,0,42.3
2571,5,8.5,21.9,15.0,1.2,1.0,6.4,4.55,8,6.1,8.4,6.27,0,1,0,0,0,0,0,0,1,66.5
2572,10,4.7,23.9,26.9,0.7,5.2,11.5,3.43,9,6.8,6.8,5.81,0,1,0,0,0,0,0,1,0,71.5
2573,3,2.7,11.5,21.6,2.3,8.6,9.4,1.98,1,4.3,6.3,7.82,0,1,0,0,0,0,0,0,1,51.6
2574,1,18.1,34.4,25.0,0.6,6.5,7.0,1.88,1,4.8,1.0,10.0,0,0,1,0,0,0,1,0,0,60.6
2575,13,10.9,30.3,16.4,2.4,8.3,9.0,0.29,9,3.2,4.1,10.0,1,0,0,0,0,0,1,0,0,63.7
2576,9,11.4,29.6,15.7,9.1,9.0,9.4,0.1,1,4.4,4.0,10.0,0,0,0,0,1,0,1,0,0,66.1
2577,7,8.2,28.7,16.6,0.3,3.5,6.7,2.37,2,5.6,7.4,7.0,1,0,0,0,0,0,0,0,1,69.5
2578,8,11.9,25.5,22.8,0.2,1.8,7.8,3.91,3,7.6,6.9,5.74,1,0,0,0,0,0,0,1,0,74.5
2579,18,18.7,45.3,23.3,0.2,7.5,4.8,1.35,1,5.3,1.0,10.0,0,0,1,0,0,0,1,0,0,93.2
2580,8,12.2,20.6,25.9,0.3,2.7,6.0,4.98,1,5.7,2.8,10.0,0,0,0,0,1,0,1,0,0,55.9
2581,10,9.1,23.1,18.9,1.2,9.3,9.9,3.53,4,4.8,3.7,10.0,0,0,0,1,0,0,1,0,0,60.2
2582,8,7.9,23.3,19.2,8.6,2.2,6.8,0.1,2,5.0,7.2,7.16,0,0,1,0,0,0,0,0,1,64.1
2583,13,23.2,57.2,16.0,2.3,4.8,7.6,0.87,8,6.0,5.0,7.14,0,0,1,0,0,0,0,1,0,90.9
2584,1,10.3,30.3,18.3,1.7,1.0,10.0,2.38,6,5.5,5.6,9.98,1,0,0,0,0,0,1,0,0,52.6
2585,18,11.4,27.8,26.7,0.5,2.9,5.0,1.63,10,4.7,4.2,9.36,1,0,0,0,0,0,0,0,1,78.4
2586,10,4.2,11.5,28.9,0.7,4.0,5.9,2.09,7,4.7,3.7,10.0,0,1,0,0,0,0,1,0,0,54.5
2587,15,15.4,31.9,12.8,0.9,6.0,6.9,1.89,9,4.4,7.4,5.35,0,0,1,0,0,0,0,1,0,89.9
2588,10,9.8,33.3,19.3,0.8,10.5,9.4,1.25,1,2.5,4.6,9.08,0,0,0,0,1,0,0,0,1,57.2
2589,7,18.4,43.8,20.8,5.2,1.0,8.6,0.1,3,6.6,4.4,9.21,0,0,0,0,1,0,0,0,1,79.9
2590,19,5.5,6.5,21.7,1.8,5.2,11.1,3.36,2,7.3,6.4,7.74,0,0,0,0,1,0,0,0,1,79.5
2591,20,13.0,34.3,19.0,1.1,9.8,13.2,2.91,3,4.4,2.6,10.0,0,0,0,0,1,0,1,0,0,68.7
2592,1,2.0,3.9,23.0,1.0,7.2,9.6,4.5,4,2.4,6.4,7.73,0,1,0,0,0,0,0,0,1,30.9
2593,15,3.9,6.1,28.3,2.5,19.7,12.2,0.1,4,1.3,1.5,10.0,0,0,0,1,0,0,0,0,1,48.9
2594,5,3.1,4.8,28.9,1.6,1.0,4.8,0.71,10,5.5,7.8,5.08,0,1,0,0,0,0,0,1,0,65.2
2595,13,12.3,24.7,23.8,1.7,6.7,11.4,2.02,7,5.2,3.8,9.67,0,0,1,0,0,0,0,0,1,70.3
2596,4,2.0,12.6,26.0,3.2,15.8,11.4,1.97,4,3.3,5.1,7.08,0,0,0,1,0,0,0,1,0,49.1
2597,5,13.3,22.0,20.4,6.3,3.7,7.7,2.44,5,4.6,6.6,5.94,1,0,0,0,0,0,0,1,0,65.8
2598,17,5.6,22.4,21.9,1.7,15.4,14.5,2.6,3,3.0,3.8,9.67,0,0,0,1,0,0,0,0,1,49.9
2599,15,8.4,12.6,34.9,0.4,5.7,10.7,0.36,9,4.9,2.2,10.0,1,0,0,0,0,0,0,0,1,63.7
2600,11,0.5,4.0,22.9,1.1,15.2,12.8,3.18,1,2.2,6.4,6.12,0,0,0,1,0,0,0,1,0,56.1
2601,17,11.2,26.1,28.1,1.8,7.0,7.1,0.1,3,5.8,1.4,10.0,0,0,1,0,0,0,1,0,0,89.5
2602,5,7.5,14.9,17.8,3.1,18.4,15.3,3.61,2,2.0,3.6,9.82,0,0,0,1,0,0,0,0,1,32.3
2603,3,0.7,4.4,32.1,1.2,19.7,12.0,2.02,10,4.2,2.9,8.7,0,0,0,1,0,0,0,1,0,40.5
2604,12,11.4,27.7,24.2,3.3,11.3,12.3,0.26,3,3.6,2.8,10.0,0,0,0,1,0,0,0,0,1,74.5
2605,5,11.2,30.6,16.0,0.6,3.2,9.4,3.32,1,4.0,8.4,4.62,0,0,0,0,0,1,0,1,0,60.5
2606,8,16.0,39.8,19.4,0.6,7.5,9.7,4.26,8,5.7,2.3,10.0,0,0,0,0,0,1,1,0,0,60.8
2607,18,4.2,12.9,28.5,2.2,12.6,11.1,3.58,4,3.2,4.7,7.37,0,0,0,1,0,0,0,1,0,58.8
2608,7,12.0,37.0,15.7,0.2,3.1,7.0,4.37,1,5.8,5.3,10.0,0,0,1,0,0,0,1,0,0,63.7
2609,10,12.1,27.6,19.9,2.6,4.7,9.0,2.9,7,4.4,5.3,8.55,1,0,0,0,0,0,0,0,1,64.5
2610,9,14.3,33.0,18.9,1.2,5.6,8.3,3.63,6,4.3,4.8,8.93,1,0,0,0,0,0,0,0,1,69.0
2611,11,7.0,22.3,27.9,1.5,4.4,8.5,3.1,4,6.8,6.2,6.26,0,0,0,1,0,0,0,1,0,71.6
2612,13,10.4,30.4,20.0,0.6,9.9,8.5,4.69,1,4.5,5.9,6.47,0,0,1,0,0,0,0,1,0,71.0
2613,19,7.2,24.3,16.3,1.8,9.8,12.9,0.1,2,3.0,7.7,5.15,0,0,0,0,1,0,0,1,0,72.7
2614,7,11.5,25.4,19.2,1.6,5.0,10.7,2.66,2,4.4,4.1,10.0,1,0,0,0,0,0,1,0,0,55.5
2615,13,14.3,38.7,24.0,0.9,3.1,9.6,3.28,1,6.6,4.2,9.38,0,0,0,0,1,0,0,0,1,79.3
2616,7,12.3,27.2,26.5,1.0,1.9,3.5,3.09,2,4.7,4.3,9.29,0,0,1,0,0,0,0,0,1,56.5
2617,4,7.8,13.0,25.6,1.4,2.5,5.0,1.51,5,7.8,5.5,8.4,1,0,0,0,0,0,0,0,1,64.0
2618,5,11.7,26.0,25.4,3.1,1.0,8.1,3.85,5,5.9,6.5,6.04,0,1,0,0,0,0,0,1,0,66.1
2619,9,6.3,16.4,18.7,1.9,11.1,5.1,3.31,8,4.0,7.0,5.67,0,1,0,0,0,0,0,1,0,59.5
2620,15,13.0,39.6,15.6,2.2,10.1,10.0,2.1,1,4.5,6.3,6.17,0,0,1,0,0,0,0,1,0,84.0
2621,13,5.8,6.1,27.8,2.0,7.8,8.7,3.44,2,4.7,5.6,6.68,0,1,0,0,0,0,0,1,0,58.0
2622,1,12.3,28.8,18.1,0.6,3.2,11.3,3.31,10,4.3,7.6,5.22,0,0,0,0,1,0,0,1,0,58.8
2623,12,8.1,18.5,24.3,2.6,7.4,5.2,0.34,3,4.5,6.1,6.34,1,0,0,0,0,0,0,1,0,73.0
2624,9,7.2,17.9,34.0,3.6,1.0,4.2,1.08,1,5.0,3.9,9.58,0,0,1,0,0,0,0,0,1,52.2
2625,19,2.4,2.8,24.9,0.8,10.3,8.9,0.1,2,3.4,6.6,5.96,0,1,0,0,0,0,0,1,0,60.3
2626,15,23.2,60.8,10.0,1.6,5.1,8.1,2.4,6,6.1,6.4,6.1,0,0,1,0,0,0,0,1,0,88.5
2627,15,2.7,8.1,24.2,2.2,7.7,6.9,0.68,2,4.9,7.4,5.38,0,1,0,0,0,0,0,1,0,73.7
2628,4,8.0,32.8,13.9,4.7,1.2,6.6,2.26,9,6.1,7.2,8.79,0,1,0,0,0,0,1,0,0,70.6
2629,1,10.3,16.2,12.6,1.5,6.5,4.9,2.36,4,5.9,8.6,4.46,0,0,0,0,0,1,0,1,0,58.6
2630,13,6.5,13.8,26.0,3.2,5.2,9.3,2.43,2,5.3,6.6,5.96,0,1,0,0,0,0,0,1,0,69.8
2631,10,16.6,39.2,25.4,0.3,8.3,10.8,2.74,6,4.5,1.9,10.0,0,0,1,0,0,0,0,0,1,67.5
2632,7,9.0,19.1,25.7,3.7,6.6,9.2,0.1,4,4.6,5.7,6.63,0,0,0,0,1,0,0,1,0,65.1
2633,12,1.9,3.2,21.4,3.3,12.4,11.9,2.1,3,2.7,7.1,5.59,0,1,0,0,0,0,0,1,0,58.2
2634,4,11.8,35.7,18.5,0.7,7.2,6.6,1.97,5,4.9,6.6,5.95,0,0,0,0,0,1,0,1,0,73.9
2635,10,7.2,19.7,26.8,1.6,5.6,7.9,2.99,9,4.2,3.1,10.0,0,1,0,0,0,0,1,0,0,46.4
2636,11,13.8,33.6,24.7,2.8,3.3,8.0,2.85,6,6.1,2.6,10.0,1,0,0,0,0,0,1,0,0,65.2
